1	first
grubby	grubbier
grubby	grubbiest
grudge	grudged
grudge	grudges
grudge	grudging
gruel	gruels
gruff	gruffer
gruff	gruffest
grumble	grumbled
grumble	grumbles
grumble	grumbling
grumpy	grumpier
grumpy	grumpiest
grunt	grunted
grunt	grunting
grunt	grunts
G-string	G-strings
guanaco	guanacos
guanine	guanines
guano	guanos
guarantee	guaranteed
guarantee	guaranteeing
guarantee	guarantees
guarantor	guarantors
guaranty	guaranties
guard	guarded
guard	guarding
guard	guards
guardian	guardians
guardianship	guardianships
guardrail	guardrails
guard-rail	guard-rails
guardsman	guardsmen
Guatemalan	Guatemalans
guava	guavas
gudgeon	gudgeons
guerilla	guerillas
guerrilla	guerrillas
guess	guessed
guess	guesses
guess	guessing
guesstimate	guesstimates
guest	guested
guest	guesting
guest	guests
guest-house	guest-houses
guestimate	guestimates
guest-room	guest-rooms
guffaw	guffawed
guffaw	guffawing
guffaw	guffaws
guidance	guidances
guide	guided
guide	guides
guide	guiding
guidebook	guidebooks
guide-book	guide-books
guideline	guidelines
guide-line	guide-lines
guidepost	guideposts
guild	guilds
guilder	guilders
guildhall	guildhalls
guillemot	guillemots
guillotine	guillotined
guillotine	guillotines
guillotine	guillotining
guilt	guilts
guilty	guiltier
guilty	guiltiest
guinea	guineas
guinea-pig	guinea-pigs
guise	guises
guitar	guitars
guitarist	guitarists
gulag	gulags
gulch	gulches
gulf	gulfs
gull	gulled
gull	gulling
gull	gulls
gullet	gullets
gully	gullies
gulp	gulped
gulp	gulping
gulp	gulps
gum	gummed
gum	gumming
gum	gums
gumboil	gumboils
gumboot	gumboots
gumdrop	gumdrops
gummy	gummier
gummy	gummiest
gun	gunned
gun	gunning
gun	guns
gunboat	gunboats
gundog	gundogs
gunfight	gunfights
gunfire	gunfires
gunman	gunmen
gunnel	gunnels
gunner	gunners
gunpowder	gunpowders
gun-runner	gun-runners
gunshot	gunshots
gunslinger	gunslingers
gunsmith	gunsmiths
guppy	guppies
gurgle	gurgled
gurgle	gurgles
gurgle	gurgling
gurney	gurneys
guru	gurus
gush	gushed
gush	gushes
gush	gushing
gusset	gussets
gust	gusted
gust	gusting
gust	gusts
gusty	gustier
gut	guts
gut	gutted
gut	gutting
gutsy	gutsier
gutta	guttae
gutter	guttered
gutter	guttering
gutter	gutters
guvnor	guvnors
guy	guyed
guy	guying
guy	guys
guzzle	guzzled
guzzle	guzzles
guzzle	guzzling
guzzler	guzzlers
gybe	gybed
gybe	gybes
gybe	gybing
gym	gyms
gymkhana	gymkhanas
gymnasium	gymnasia
gymnasium	gymnasiums
gymnast	gymnasts
gymnastic	gymnastics
gymslip	gymslips
gynaecologist	gynaecologists
gynaecology	gynaecologies
gynecologist	gynecologists
gynecology	gynecologies
gypsum	gypsums
gypsy	gypsies
gyrate	gyrated
gyrate	gyrates
gyrate	gyrating
gyration	gyrations
gyre	gyres
gyroscope	gyroscopes
gyrus	gyri
h	hs
haberdasher	haberdashers
haberdashery	haberdasheries
habit	habits
habitant	habitants
habitat	habitats
habitation	habitations
habituate	habituated
habituate	habituates
habituate	habituating
habituation	habituations
habitue	habitues
hacienda	haciendas
hack	hacked
hack	hacking
hack	hacks
hacker	hackers
hackle	hackles
hackney	hackneys
hacksaw	hacksaws
haddock	haddocks
hadji	hadjis
hadron	hadrons
haem	haems
haemagglutinin	haemagglutinins
haematocrit	haematocrits
haematologist	haematologists
haematology	haematologies
haematoma	haematomae
haematoma	haematomas
haematoma	haematomata
haematoxylin	haematoxylins
haematuria	haematurias
haemochromatosis	haemochromatoses
haemodialysis	haemodialyses
haemoglobin	haemoglobins
haemoglobinopathy	haemoglobinopathies
haemolysis	haemolyses
haemophilia	haemophilias
haemophiliac	haemophiliacs
haemorrhage	haemorrhaged
haemorrhage	haemorrhages
haemorrhage	haemorrhaging
haemorrhoid	haemorrhoids
haemostasis	haemostases
haft	hafts
hag	hags
haggis	haggises
haggle	haggled
haggle	haggles
haggle	haggling
hagiography	hagiographies
hail	hailed
hail	hailing
hail	hails
hailstone	hailstones
hailstorm	hailstorms
hair	hairs
hairball	hairballs
hairbrush	hairbrushes
haircut	haircuts
hairdo	hairdos
hairdresser	hairdressers
hair-drier	hair-driers
hairdryer	hairdryers
hair-grip	hair-grips
hairline	hairlines
hairnet	hairnets
hairpiece	hairpieces
hairpin	hairpins
hairspray	hairsprays
hairstyle	hairstyles
hairy	hairier
hairy	hairiest
Haitian	Haitians
hajj	hajjes
half	halfs
half	halves
half-back	half-backs
half-brother	half-brothers
half-caste	half-castes
half-day	half-days
half-dozen	half-dozens
half-hour	half-hours
half-life	half-lifes
half-life	half-lives
half-litre	half-litres
half-moon	half-moons
half-note	half-notes
halfpenny	halfpence
halfpenny	halfpennies
halfpipe	halfpipes
half-pipe	half-pipes
half-sister	half-sisters
half-term	half-terms
halftime	halftimes
half-time	half-times
halftone	halftones
half-wit	half-wits
halibut	halibuts
halide	halides
halitosis	halitoses
hall	halls
hallmark	hallmarked
hallmark	hallmarking
hallmark	hallmarks
hallow	hallowed
hallow	hallowing
hallow	hallows
hallstand	hallstands
hallucinate	hallucinated
hallucinate	hallucinates
hallucinate	hallucinating
hallucination	hallucinations
hallucinogen	hallucinogens
hallux	halluces
hallux	halluxes
hallway	hallways
halo	haloes
halo	halos
halogen	halogens
halogenate	halogenated
halogenate	halogenates
halogenate	halogenating
halon	halons
halt	halted
halt	halting
halt	halts
halter	halters
halve	halved
halve	halves
halve	halving
ham	hammed
ham	hamming
ham	hams
hamburger	hamburgers
hamlet	hamlets
hammer	hammered
hammer	hammering
hammer	hammers
hammerhead	hammerheads
hammock	hammocks
hamper	hampered
hamper	hampering
hamper	hampers
hamster	hamsters
hamstring	hamstringing
hamstring	hamstrings
hamstring	hamstrung
hand	handed
hand	handing
hand	hands
handbag	handbags
handball	handballs
handbasin	handbasins
handbill	handbills
handbook	handbooks
handbrake	handbrakes
handcart	handcarts
handcraft	handcrafted
handcraft	handcrafting
handcraft	handcrafts
handcuff	handcuffed
handcuff	handcuffing
handcuff	handcuffs
handedness	handednesses
handful	handfuls
handful	handsful
handgrip	handgrips
handgun	handguns
handheld	handhelds
handicap	handicapped
handicap	handicapping
handicap	handicaps
handicapper	handicappers
handicraft	handicrafts
handkerchief	handkerchiefs
handkerchief	handkerchieves
handle	handled
handle	handles
handle	handling
handlebar	handlebars
handler	handlers
handling	handlings
hand-luggage	hand-luggaged
hand-luggage	hand-luggages
hand-luggage	hand-luggaging
handmaiden	handmaidens
hand-me-down	hand-me-downs
handout	handouts
hand-out	hand-outs
handover	handovers
handpick	handpicked
handpick	handpicking
handpick	handpicks
hand-pick	hand-picked
hand-pick	hand-picking
hand-pick	hand-picks
handprint	handprints
handrail	handrails
handset	handsets
handshake	handshakes
handsome	handsomer
handsome	handsomest
handstand	handstands
handwashing	handwashings
hand-washing	hand-washings
handwriting	handwritings
hand-writing	hand-writings
handy	handier
handy	handiest
handyman	handymen
hang	hanged
hang	hanging
hang	hangs
hang	hung
hangar	hangars
hanger	hangers
hanger-on	hanger-ons
hanger-on	hangers-on
hang-glider	hang-gliders
hang-gliding	hang-glidings
hanging	hangings
hangman	hangmen
hangout	hangouts
hangover	hangovers
hang-up	hang-ups
hank	hanks
hanker	hankered
hanker	hankering
hanker	hankers
hankering	hankerings
hankie	hankies
hanky	hankies
hansom	hansoms
hap	happed
hap	happing
hap	haps
haplotype	haplotypes
happen	happened
happen	happening
happen	happens
happening	happenings
happenstance	happenstances
happy	happier
happy	happiest
harangue	harangued
harangue	harangues
harangue	haranguing
harass	harassed
harass	harasses
harass	harassing
harasser	harassers
harassment	harassments
harbinger	harbingers
harbor	harbored
harbor	harboring
harbor	harbors
harbour	harboured
harbour	harbouring
harbour	harbours
hard	harder
hard	hardest
hardback	hardbacks
hardboard	hardboards
hardcopy	hardcopies
hard-copy	hard-copies
harden	hardened
harden	hardening
harden	hardens
hardener	hardeners
hardliner	hardliners
hardmetal	hardmetals
hardness	hardnesses
hardship	hardships
hardwood	hardwoods
hardy	hardier
hardy	hardiest
hare	hared
hare	hares
hare	haring
harebell	harebells
harelip	harelips
harem	harems
haricot	haricots
hark	harked
hark	harking
hark	harks
harken	harkened
harken	harkening
harken	harkens
harlequin	harlequins
harlot	harlots
harm	harmed
harm	harming
harm	harms
harman	harmans
harmonic	harmonics
harmonica	harmonicas
harmonise	harmonised
harmonise	harmonises
harmonise	harmonising
harmonium	harmoniums
harmonize	harmonized
harmonize	harmonizes
harmonize	harmonizing
harmony	harmonies
harness	harnessed
harness	harnesses
harness	harnessing
harp	harped
harp	harping
harp	harps
harpist	harpists
harpoon	harpooned
harpoon	harpooning
harpoon	harpoons
harpsichord	harpsichords
harpy	harpies
harrier	harriers
harrow	harrowed
harrow	harrowing
harrow	harrows
harry	harried
harry	harries
harry	harrying
harsh	harsher
harsh	harshest
hart	harts
harvest	harvested
harvest	harvesting
harvest	harvests
harvester	harvesters
harvesting	harvestings
harvestman	harvestmen
has-been	has-beens
hash	hashed
hash	hashes
hash	hashing
hasp	hasps
hassle	hassled
hassle	hassles
hassle	hassling
hassock	hassocks
hasten	hastened
hasten	hastening
hasten	hastens
hasty	hastier
hasty	hastiest
hat	hats
hatband	hatbands
hatbox	hatboxes
hatch	hatched
hatch	hatches
hatch	hatching
hatchback	hatchbacks
hatchery	hatcheries
hatchet	hatchets
hatchling	hatchlings
hatchway	hatchways
hate	hated
hate	hates
hate	hating
hatpin	hatpins
hatred	hatreds
hatstand	hatstands
hatter	hatters
haughty	haughtier
haughty	haughtiest
haul	hauled
haul	hauling
haul	hauls
hauler	haulers
haulier	hauliers
haulm	haulms
haunch	haunches
haunt	haunted
haunt	haunting
haunt	haunts
have	ai
have	d
have	'd
have	had
have	has
have	having
have	oughter
have	's
have	ve
have	've
haven	havens
haversack	haversacks
havoc	havocs
haw	hawed
haw	hawing
haw	haws
hawk	hawked
hawk	hawking
hawk	hawks
hawker	hawkers
hawkmoth	hawkmoths
hawser	hawsers
hawthorn	hawthorns
haycock	haycocks
haystack	haystacks
hazard	hazarded
hazard	hazarding
hazard	hazards
haze	hazed
haze	hazes
haze	hazing
hazel	hazels
hazelnut	hazelnuts
hazy	hazier
hazy	haziest
H-bomb	H-bombs
head	headed
head	heading
head	heads
headache	headaches
headband	headbands
headbanger	headbangers
headboard	headboards
headdress	headdresses
header	headers
headgear	headgears
headhunt	headhunted
headhunt	headhunting
headhunt	headhunts
headhunter	headhunters
head-hunter	head-hunters
heading	headings
headlamp	headlamps
headland	headlands
headlight	headlights
headline	headlined
headline	headlines
headline	headlining
headlouse	headlice
headman	headmen
headmaster	headmasters
headmistress	headmistresses
headphone	headphones
headpiece	headpieces
headquarter	headquartered
headquarter	headquartering
headquarter	headquarters
headrest	headrests
head-rest	head-rested
head-rest	head-resting
head-rest	head-rests
headroom	headrooms
headscarf	headscarfs
headscarf	headscarves
headset	headsets
headship	headships
head-shrinker	head-shrinkers
headspace	headspaces
headstand	headstands
headstone	headstones
headwall	headwalls
headwater	headwaters
headwind	headwinds
headword	headwords
heady	headier
heady	headiest
heal	healed
heal	healing
heal	heals
healer	healers
healing	healings
healthy	healthier
healthy	healthiest
heap	heaped
heap	heaping
heap	heaps
hear	heard
hear	hearing
hear	hears
hearer	hearers
hearing	hearings
hearing-aid	hearing-aids
hearken	hearkened
hearken	hearkening
hearken	hearkens
hearse	hearses
heart	hearts
heartache	heartaches
heartbeat	heartbeats
heartbreak	heartbreaks
hearten	heartened
hearten	heartening
hearten	heartens
hearth	hearths
hearthrug	hearthrugs
heartland	heartlands
heart-rate	heart-rates
heartthrob	heartthrobs
heart-to-heart	heart-to-hearts
hearty	heartier
hearty	heartiest
heat	heated
heat	heating
heat	heats
heater	heaters
heath	heaths
heathen	heathens
heating	heatings
heatstroke	heatstrokes
heat-treat	heat-treated
heat-treat	heat-treating
heat-treat	heat-treats
heatwave	heatwaves
heave	heaved
heave	heaves
heave	heaving
heave	hove
heaven	heavens
heavy	heavier
heavy	heavies
heavy	heaviest
heavyweight	heavyweights
he-bear	he-bears
Hebrew	Hebrews
heckle	heckled
heckle	heckles
heckle	heckling
heckler	hecklers
hectare	hectares
hectometre	hectometres
hector	hectored
hector	hectoring
hector	hectors
hedge	hedged
hedge	hedges
hedge	hedging
hedgehog	hedgehogs
hedgerow	hedgerows
hedonist	hedonists
heed	heeded
heed	heeding
heed	heeds
hee-haw	hee-haws
heel	heeled
heel	heeling
heel	heels
heft	hefted
heft	hefting
heft	hefts
hefty	heftier
hefty	heftiest
hegemony	hegemonies
heifer	heifers
height	heights
heighten	heightened
heighten	heightening
heighten	heightens
heir	heirs
heiress	heiresses
heirloom	heirlooms
helicase	helicases
helicity	helicities
helicopter	helicopters
heliport	heliports
helix	helices
helix	helixes
hell	hells
hellenise	hellenised
hellenise	hellenises
hellenise	hellenising
hellenize	hellenized
hellenize	hellenizes
hellenize	hellenizing
hello	hellos
hello	hi
helm	helmed
helm	helming
helm	helms
helmet	helmets
helminth	helminths
helmsman	helmsmen
help	helped
help	helping
help	helps
helper	helpers
helping	helpings
helpline	helplines
help-line	help-lines
helpmate	helpmates
helter-skelter	helter-skelters
hem	hemmed
hem	hemming
hem	hems
he-man	he-men
heme	hemes
hemiplegia	hemiplegias
hemisphere	hemispheres
hemline	hemlines
hemlock	hemlocks
hemoglobin	hemoglobins
hemophilia	hemophilias
hemorrhage	hemorrhages
hemorrhoid	hemorrhoids
hen	hens
henchman	henchmen
henna	hennaed
henna	hennaing
henna	hennas
henry	henries
heparin	heparins
hepatic	hepatics
hepatica	hepaticas
hepatitis	hepatitides
hepatitis	hepatitises
hepatocyte	hepatocytes
hepatology	hepatologies
hepatotoxicity	hepatotoxicities
heptagon	heptagons
heptameter	heptameters
herald	heralded
herald	heralding
herald	heralds
herb	herbs
herbal	herbals
herbalist	herbalists
herbarium	herbaria
herbicide	herbicides
herbivore	herbivores
herd	herded
herd	herding
herd	herds
herder	herders
herdsman	herdsmen
hereafter	hereafters
heresy	heresies
heretic	heretics
heritability	heritabilities
heritage	heritages
hermaphrodite	hermaphrodites
hermit	hermits
hernia	herniae
hernia	hernias
herniation	herniations
hero	heroes
heroic	heroics
heroin	heroins
heroine	heroines
heroism	heroisms
heron	herons
heronry	heronries
herpesvirus	herpesviruses
herring	herrings
hesitancy	hesitancies
hesitate	hesitated
hesitate	hesitates
hesitate	hesitating
hesitation	hesitations
hetero	heteros
heteroatom	heteroatoms
heterocycle	heterocycles
heterodimer	heterodimers
heterogeneity	heterogeneities
heterosexual	heterosexuals
heterostructure	heterostructures
heterozygosity	heterozygosities
heterozygote	heterozygotes
heuristic	heuristics
hew	hewed
hew	hewing
hew	hewn
hew	hews
hewer	hewers
hex	hexed
hex	hexes
hex	hexing
hexadecimal	hexadecimals
hexafluoride	hexafluorides
hexagon	hexagons
hexagram	hexagrams
hexamer	hexamers
hexameter	hexameters
hexane	hexanes
heyday	heydays
hh	hhs
hiatus	hiatuses
hibernaculum	hibernacula
hibernate	hibernated
hibernate	hibernates
hibernate	hibernating
hibernation	hibernations
hibiscus	hibiscuses
hiccough	hiccoughed
hiccough	hiccoughing
hiccough	hiccoughs
hiccup	hiccupped
hiccup	hiccupping
hiccup	hiccups
hick	hicks
hickory	hickories
hide	hid
hide	hidden
hide	hides
hide	hiding
hideaway	hideaways
hideout	hideouts
hide-out	hide-outs
hiding	hidings
hiding-place	hiding-places
hie	hied
hie	hieing
hie	hies
hie	hying
hierarchy	hierarchies
hieroglyph	hieroglyphs
hieroglyphic	hieroglyphics
hi-fi	hi-fis
high	higher
high	highest
high	highs
highball	highballs
highbrow	highbrows
highchair	highchairs
high-flier	high-fliers
high-flyer	high-flyers
high-frequency	high-frequencies
highjack	highjacked
highjack	highjacking
highjack	highjacks
highland	highlands
highlander	highlanders
highlight	highlighted
highlight	highlighting
highlight	highlights
Highness	Highnesses
high-quality	higher-quality
high-quality	highest-quality
highroad	highroads
highschool	highschools
high-up	high-ups
highway	highways
highwayman	highwaymen
hijack	hijacked
hijack	hijacking
hijack	hijacks
hijacker	hijackers
hijacking	hijackings
hike	hiked
hike	hikes
hike	hiking
hiker	hikers
hill	hills
hillbilly	hillbillies
hillock	hillocks
hillside	hillsides
hilltop	hilltops
hilly	hillier
hilly	hilliest
hilt	hilts
himself	isself
hind	hinds
hinder	hindered
hinder	hindering
hinder	hinders
hinderance	hinderances
hindfoot	hindfeet
hindquarter	hindquarters
hindrance	hindrances
Hindu	Hindus
hindwing	hindwings
hinge	hinged
hinge	hinges
hinge	hinging
hink	hinked
hink	hinking
hink	hinks
hint	hinted
hint	hinting
hint	hints
hinterland	hinterlands
hip	hips
hip-bath	hip-baths
hippie	hippies
hippo	hippos
hippocampus	hippocampi
hippopotamus	hippopotami
hippopotamus	hippopotamuses
hippopotamus	hippopotamusses
hippy	hippies
hire	hired
hire	hires
hire	hiring
hireling	hirelings
hirer	hirers
hirsutism	hirsutisms
hirundine	hirundines
hiss	hissed
hiss	hisses
hiss	hissing
hist	hists
histamine	histamines
histidine	histidines
histocompatibility	histocompatibilities
histogram	histograms
histology	histologies
histone	histones
histopathologist	histopathologists
histopathology	histopathologies
historian	historians
historiography	historiographies
history	histories
histrionic	histrionics
hit	hits
hit	hitting
hitch	hitched
hitch	hitches
hitch	hitching
hitchhike	hitchhiked
hitchhike	hitchhikes
hitchhike	hitchhiking
hitch-hike	hitch-hiked
hitch-hike	hitch-hikes
hitch-hike	hitch-hiking
hitchhiker	hitchhikers
hitch-hiker	hitch-hikers
hitter	hitters
hive	hived
hive	hives
hive	hiving
hl	hls
hoard	hoarded
hoard	hoarding
hoard	hoards
